trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
118,False,"{'a': 0.7, 'e': 0.30727873860113125}",30,0,23.959953734842962,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
119,False,"{'a': 0.7, 'e': 0.3042212640667041}",25,19,4.656326082188361,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
120,False,"{'a': 0.7, 'e': 0.30119421191220214}",30,9,-95.94374505348746,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 2}",1
121,False,"{'a': 0.7, 'e': 0.2981972794298874}",35,0,-54.72736773991988,"{0: 29, 1: 1, 2: 3, 3: 1, 4: 1}",0
122,False,"{'a': 0.7, 'e': 0.2952301669240142}",25,8,12.015237087443115,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
123,False,"{'a': 0.7, 'e': 0.2922925776808594}",30,11,14.626723655218031,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
124,False,"{'a': 0.7, 'e': 0.2893842179390506}",30,0,-43.4206462943228,"{0: 25, 1: 1, 2: 2, 3: 1, 4: 1}",0
125,False,"{'a': 0.7, 'e': 0.2865047968601901}",30,12,32.746413007280005,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
126,False,"{'a': 0.7, 'e': 0.2836540264997704}",25,0,-82.75252985775813,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
127,False,"{'a': 0.7, 'e': 0.2808316217783798}",25,10,-19.186900508397073,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
128,False,"{'a': 0.7, 'e': 0.27803730045319414}",30,0,-23.378025892791598,"{0: 26, 1: 2, 2: 1, 3: 0, 4: 1}",0
129,False,"{'a': 0.7, 'e': 0.27527078308975234}",20,0,-88.9764346452573,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
130,False,"{'a': 0.7, 'e': 0.2725317930340126}",20,9,-4.502594750036605,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
131,False,"{'a': 0.7, 'e': 0.2698200563846868}",25,0,22.642059630725317,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
132,False,"{'a': 0.7, 'e': 0.26713530196585034}",20,5,16.220026170349428,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
133,False,"{'a': 0.7, 'e': 0.26447726129982396}",30,0,26.577423267840302,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
134,False,"{'a': 0.7, 'e': 0.261845668580326}",30,0,-142.26775421457572,"{0: 22, 1: 1, 2: 3, 3: 1, 4: 3}",1
135,False,"{'a': 0.7, 'e': 0.2592402606458915}",20,16,5.600903647770584,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
136,False,"{'a': 0.7, 'e': 0.2566607769535559}",30,0,-27.47182596616944,"{0: 25, 1: 0, 2: 4, 3: 1, 4: 0}",0
137,False,"{'a': 0.7, 'e': 0.25410695955280027}",25,15,13.804563061727952,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
138,False,"{'a': 0.7, 'e': 0.25157855305975646}",20,0,25.925823448834997,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
139,False,"{'a': 0.7, 'e': 0.24907530463166816}",25,11,-17.385671468963462,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
140,False,"{'a': 0.7, 'e': 0.24659696394160643}",20,3,27.12733351912389,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.7, 'e': 0.2441432831534371}",20,5,-32.68440809346881,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
142,False,"{'a': 0.7, 'e': 0.24171401689703645}",20,0,-2.3506456260975432,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
143,False,"{'a': 0.7, 'e': 0.23930892224375455}",25,11,-42.15649149616435,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
144,False,"{'a': 0.7, 'e': 0.23692775868212176}",25,15,8.593522492837005,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
145,False,"{'a': 0.7, 'e': 0.23457028809379765}",30,20,17.471329321820427,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.7, 'e': 0.23223627472975883}",20,10,21.12435826544476,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.7, 'e': 0.22992548518672384}",20,2,26.238120659573166,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.7, 'e': 0.22763768838381274}",20,8,-0.9505087354323951,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
149,False,"{'a': 0.7, 'e': 0.22537265553943872}",20,0,-13.067710393518016,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
150,False,"{'a': 0.7, 'e': 0.22313016014842982}",25,7,0.7019087169190352,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
151,False,"{'a': 0.7, 'e': 0.2209099779593782}",35,9,-21.999395855660044,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 1}",1
152,False,"{'a': 0.7, 'e': 0.21871188695221475}",25,0,-49.9654088447654,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
153,False,"{'a': 0.7, 'e': 0.21653566731600707}",20,0,-33.67224739020967,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
154,False,"{'a': 0.7, 'e': 0.21438110142697794}",30,8,6.883732363227278,"{0: 20, 1: 1, 2: 0, 3: 1, 4: 0}",1
155,False,"{'a': 0.7, 'e': 0.21224797382674304}",20,8,-20.77823153841992,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
156,False,"{'a': 0.7, 'e': 0.21013607120076472}",20,14,10.030998220513133,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.7, 'e': 0.20804518235702046}",20,10,6.603950643880895,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
158,False,"{'a': 0.7, 'e': 0.20597509820488344}",20,6,-58.312046834074664,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1
159,False,"{'a': 0.7, 'e': 0.20392561173421342}",25,0,37.74075631636943,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
160,False,"{'a': 0.7, 'e': 0.20189651799465538}",25,6,12.36030688688872,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
161,False,"{'a': 0.7, 'e': 0.1998876140751445}",20,8,20.338709495278405,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.7, 'e': 0.19789869908361465}",20,9,8.153593998183474,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.7, 'e': 0.19592957412690934}",25,14,-33.45789070732742,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
164,False,"{'a': 0.7, 'e': 0.19398004229089189}",20,9,-7.344768656499082,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
165,False,"{'a': 0.7, 'e': 0.19204990862075408}",35,21,19.798396170673115,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
166,False,"{'a': 0.7, 'e': 0.1901389801015205}",30,4,14.964717859262905,"{0: 23, 1: 1, 2: 2, 3: 0, 4: 0}",1
167,False,"{'a': 0.7, 'e': 0.1882470656387468}",20,6,13.420715599939655,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
168,False,"{'a': 0.7, 'e': 0.18637397603940997}",25,18,14.363067122841862,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.7, 'e': 0.18451952399298926}",25,17,10.191776051470756,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.7, 'e': 0.18268352405273466}",20,10,-18.824680414726807,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
171,False,"{'a': 0.7, 'e': 0.1808657926171221}",20,14,11.679394199224934,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.7, 'e': 0.17906614791149322}",20,14,10.701964460863481,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.7, 'e': 0.17728440996987782}",20,4,4.834743164180788,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
174,False,"{'a': 0.7, 'e': 0.17552040061699686}",25,11,14.12265128486789,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
175,False,"{'a': 0.7, 'e': 0.17377394345044514}",20,10,-25.654093252519175,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
176,False,"{'a': 0.7, 'e': 0.17204486382305054}",20,0,34.792837491614875,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
177,False,"{'a': 0.7, 'e': 0.17033298882540943}",30,2,43.37758834204406,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.7, 'e': 0.1686381472685955}",30,22,11.161916441140969,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.7, 'e': 0.1669601696670407}",25,12,10.471698329258395,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
180,False,"{'a': 0.7, 'e': 0.16529888822158653}",20,5,19.541197537602315,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.7, 'e': 0.16365413680270405}",30,11,38.70101669566354,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.7, 'e': 0.16202575093388075}",30,0,42.28202640336735,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
183,False,"{'a': 0.7, 'e': 0.16041356777517274}",25,11,13.216112114014065,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
184,False,"{'a': 0.7, 'e': 0.15881742610692068}",25,12,3.822418003197342,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
185,False,"{'a': 0.7, 'e': 0.1572371663136276}",35,18,-17.308659349895205,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
186,False,"{'a': 0.7, 'e': 0.1556726303679973}",35,13,33.65025358220771,"{0: 20, 1: 2, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.7, 'e': 0.1541236618151314}",25,11,4.507152276151263,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
188,False,"{'a': 0.7, 'e': 0.15259010575688386}",30,12,26.79881578177162,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.7, 'e': 0.15107180883637084}",20,2,18.876159310673486,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
190,False,"{'a': 0.7, 'e': 0.14956861922263504}",25,4,-6.805660757956846,"{0: 18, 1: 0, 2: 2, 3: 1, 4: 0}",1
191,False,"{'a': 0.7, 'e': 0.14808038659546244}",25,0,25.462088440659485,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
192,False,"{'a': 0.7, 'e': 0.14660696213035015}",30,0,35.672188774475444,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
193,False,"{'a': 0.7, 'e': 0.14514819848362373}",20,6,23.589986618473848,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.7, 'e': 0.14370394977770293}",35,14,15.980325849664048,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
195,False,"{'a': 0.7, 'e': 0.1422740715865136}",25,3,19.264357288908077,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
196,False,"{'a': 0.7, 'e': 0.140858420921045}",20,0,14.35205047719889,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
197,False,"{'a': 0.7, 'e': 0.13945685621505094}",25,9,-32.12367042056106,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 1}",1
198,False,"{'a': 0.7, 'e': 0.13806923731089282}",30,24,12.593927347828927,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.7, 'e': 0.13669542544552385}",25,8,10.24142667677393,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
200,False,"{'a': 0.7, 'e': 0.1353352832366127}",20,5,25.68052339662201,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.7, 'e': 0.13398867466880493}",30,7,39.721989980007514,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.7, 'e': 0.13265546508012172}",20,12,15.715499739122306,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.7, 'e': 0.13133552114849303}",30,13,33.161811191683064,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.7, 'e': 0.1300287108784259}",30,3,-11.681421260246903,"{0: 23, 1: 0, 2: 3, 3: 1, 4: 0}",1
205,False,"{'a': 0.7, 'e': 0.12873490358780423}",25,16,17.507784626741262,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.7, 'e': 0.12745396989482075}",20,8,24.295023500157253,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.7, 'e': 0.12618578170503877}",20,8,6.9189570277714,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
208,False,"{'a': 0.7, 'e': 0.12493021219858241}",30,14,23.012561451204412,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.7, 'e': 0.12368713581745483}",20,12,14.257026243989978,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.7, 'e': 0.1224564282529819}",35,25,-4.415985444738901,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
211,False,"{'a': 0.7, 'e': 0.12123796643338168}",20,0,28.780450005836798,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.7, 'e': 0.12003162851145673}",25,17,16.55703407992476,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.7, 'e': 0.11883729385240965}",25,8,-17.884754755425508,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
214,False,"{'a': 0.7, 'e': 0.11765484302177918}",20,3,29.9203965513669,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.7, 'e': 0.11648415777349697}",25,11,14.859271410849983,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
216,False,"{'a': 0.7, 'e': 0.11532512103806251}",30,12,-5.480028230498151,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
217,False,"{'a': 0.7, 'e': 0.1141776169108365}",25,7,-9.497970209953746,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
218,False,"{'a': 0.7, 'e': 0.11304153064044985}",20,7,11.714907257845567,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
219,False,"{'a': 0.7, 'e': 0.11191674861732888}",25,8,14.924822600595203,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
220,False,"{'a': 0.7, 'e': 0.11080315836233387}",30,16,13.539767171955615,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
221,False,"{'a': 0.7, 'e': 0.10970064851551141}",30,16,23.75027732965561,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.7, 'e': 0.10860910882495796}",25,17,17.729824597024685,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.7, 'e': 0.10752843013579495}",20,11,-5.886836910543865,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
224,False,"{'a': 0.7, 'e': 0.1064585043792528}",25,14,21.04301527748305,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.7, 'e': 0.10539922456186433}",20,6,-5.962333992963285,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
226,False,"{'a': 0.7, 'e': 0.104350484754765}",25,0,32.332404960318925,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
227,False,"{'a': 0.7, 'e': 0.1033121800831002}",20,14,13.307062509883764,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.7, 'e': 0.10228420671553744}",20,0,25.140770172279144,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
229,False,"{'a': 0.7, 'e': 0.1012664618538834}",30,0,44.789104293713216,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.7, 'e': 0.1002588437228037}",20,9,18.65962052419648,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.7, 'e': 0.09926125155964566}",30,22,14.11280860800212,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.7, 'e': 0.09827358560436154}",25,14,20.049954059853654,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.7, 'e': 0.09729574708953276}",25,0,28.368495524044263,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
234,False,"{'a': 0.7, 'e': 0.09632763823049303}",30,0,-0.9452414971851568,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",1
235,False,"{'a': 0.7, 'e': 0.09536916221554961}",25,16,17.140689187219532,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.7, 'e': 0.09442022319630235}",35,23,19.716209396771095,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.7, 'e': 0.09348072627805847}",20,9,20.59060278882404,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.7, 'e': 0.09255057751034329}",20,5,26.163229148393025,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.7, 'e': 0.09162968387750484}",30,0,46.511372620223135,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
240,False,"{'a': 0.7, 'e': 0.09071795328941251}",25,11,11.841648153754683,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
241,False,"{'a': 0.7, 'e': 0.08981529457224763}",25,17,3.7615520273383725,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
242,False,"{'a': 0.7, 'e': 0.08892161745938634}",30,16,16.759630631760977,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
243,False,"{'a': 0.7, 'e': 0.08803683258237255}",25,11,27.14957843487143,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.7, 'e': 0.0871608514619813}",25,18,13.951242946965708,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
